accession,name,gene,category,nif_gene,length_codons,GC,GC3s,ENC,FOP,CAI,CAI_percentile_background,CAI_percentile_ribosomal,mean_background_CAI,mean_ribo_CAI,n_ribo
GCA_964012525,unc. Thalassolituus sp. ERR594305 binner 12,GCA_964012525_OEPAGM_02065 FeMo cofactor biosynthesis protein NifB,nif,nifB,500,0.576,0.668058455,45.07369379,0.661795407,0.650344185,84.23290808,6.382978723,0.574452689,0.757248943,47
GCA_964012525,unc. Thalassolituus sp. ERR594305 binner 12,GCA_964012525_OEPAGM_02125 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,492,0.529132791,0.616702355,40.75583388,0.708779443,0.802526109,99.18220478,80.85106383,0.574452689,0.757248943,47
GCA_964012525,unc. Thalassolituus sp. ERR594305 binner 12,GCA_964012525_OEPAGM_02270 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,478,0.562064156,0.628008753,48.21608932,0.599562363,0.645273837,82.92443572,4.255319149,0.574452689,0.757248943,47
GCA_964012525,unc. Thalassolituus sp. ERR594305 binner 12,GCA_964012525_OEPAGM_02120 Nitrogenase iron protein 1,nif,nifH,290,0.52183908,0.534296029,41.74341081,0.635379061,0.802269754,99.18220478,80.85106383,0.574452689,0.757248943,50
GCA_964012525,unc. Thalassolituus sp. ERR594305 binner 12,GCA_964012525_OEPAGM_02130 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,525,0.526349206,0.6598778,41.11657794,0.696537678,0.779978313,98.49525679,61.70212766,0.574452689,0.757248943,47
GCA_964012525,unc. Thalassolituus sp. ERR594305 binner 12,GCA_964012525_OEPAGM_02275 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,469,0.596304193,0.668859649,48.35014396,0.581140351,0.574009047,55.18482172,2.127659574,0.574452689,0.757248943,47
GCA_964007845,unc. Thalassolituus sp. ERR598980 binner 123,GCA_964007845_PBCOKA_03960 FeMo cofactor biosynthesis protein NifB,nif,nifB,500,0.558666667,0.63256785,42.34433789,0.64091858,0.743560993,95.77363897,33.33333333,0.589949524,0.763027794,48
GCA_964007845,unc. Thalassolituus sp. ERR598980 binner 123,GCA_964007845_PBCOKA_04040 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,492,0.507452575,0.546038544,42.21782011,0.614561028,0.802001379,98.78223496,75,0.589949524,0.763027794,48
GCA_964007845,unc. Thalassolituus sp. ERR598980 binner 123,GCA_964007845_PBCOKA_08515 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,480,0.553472222,0.609170306,44.40343244,0.589519651,0.667490999,84.20487106,4.166666667,0.589949524,0.763027794,48
GCA_964007845,unc. Thalassolituus sp. ERR598980 binner 123,GCA_964007845_PBCOKA_04035 Nitrogenase iron protein 1,nif,nifH,290,0.513793103,0.510869565,42.03107346,0.59057971,0.787859833,98.42406877,66.66666667,0.589949524,0.763027794,22
GCA_964007845,unc. Thalassolituus sp. ERR598980 binner 123,GCA_964007845_PBCOKA_04045 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,522,0.512132822,0.610204082,40.47351443,0.644897959,0.814879375,99.14040115,79.16666667,0.589949524,0.763027794,48
GCA_964007845,unc. Thalassolituus sp. ERR598980 binner 123,GCA_964007845_PBCOKA_08510 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,457,0.575492341,0.642696629,44.01378388,0.608988764,0.620685471,67.65759312,2.083333333,0.589949524,0.763027794,48
GCA_937902495,unc. Thalassolituus sp. ERR598995 bin 88,GCA_937902495_IFEBNL_15270 FeMo cofactor biosynthesis protein NifB,nif,nifB,500,0.558666667,0.63256785,42.34433789,0.64091858,0.743750911,95.87592527,34.04255319,0.588302915,0.762986098,47
GCA_937902495,unc. Thalassolituus sp. ERR598995 bin 88,GCA_937902495_IFEBNL_15350 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,492,0.507452575,0.546038544,42.21782011,0.6124197,0.802652036,98.80155093,74.46808511,0.588302915,0.762986098,47
GCA_937902495,unc. Thalassolituus sp. ERR598995 bin 88,GCA_937902495_IFEBNL_15510 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,480,0.553472222,0.609170306,44.40343244,0.580786026,0.668087088,84.59640465,4.255319149,0.588302915,0.762986098,47
GCA_937902495,unc. Thalassolituus sp. ERR598995 bin 88,GCA_937902495_IFEBNL_15345 Nitrogenase iron protein 1,nif,nifH,290,0.513793103,0.510869565,42.03107346,0.59057971,0.78818182,98.48431442,68.08510638,0.588302915,0.762986098,27
GCA_937902495,unc. Thalassolituus sp. ERR598995 bin 88,GCA_937902495_IFEBNL_15355 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,522,0.512132822,0.610204082,40.47351443,0.644897959,0.815582137,99.18928446,78.72340426,0.588302915,0.762986098,47
GCA_937902495,unc. Thalassolituus sp. ERR598995 bin 88,GCA_937902495_IFEBNL_15515 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,457,0.575492341,0.642696629,44.01378388,0.597752809,0.621010066,68.13535425,2.127659574,0.588302915,0.762986098,47
GCA_937895325,unc. Thalassolituus sp. ERR599039 bin 55,GCA_937895325_HDMDEP_02635 FeMo cofactor biosynthesis protein NifB,nif,nifB,503,0.54406892,0.58004158,44.48101034,0.661122661,0.644582616,80.28045574,0,0.590440743,0.760580044,48
GCA_937895325,unc. Thalassolituus sp. ERR599039 bin 55,GCA_937895325_HDMDEP_02700 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,491,0.471826205,0.44516129,41.98089073,0.632258065,0.797199356,99.18200409,75,0.590440743,0.760580044,48
GCA_937895325,unc. Thalassolituus sp. ERR599039 bin 55,GCA_937895325_HDMDEP_02850 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,470,0.537588652,0.544642857,44.71176234,0.636160714,0.667128022,87.20420684,2.083333333,0.590440743,0.760580044,48
GCA_937895325,unc. Thalassolituus sp. ERR599039 bin 55,GCA_937895325_HDMDEP_02695 Nitrogenase iron protein 1,nif,nifH,291,0.495990836,0.469314079,40.70567392,0.664259928,0.835026476,99.82471516,93.75,0.590440743,0.760580044,48
GCA_937895325,unc. Thalassolituus sp. ERR599039 bin 55,GCA_937895325_HDMDEP_02705 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,522,0.487228608,0.519427403,41.03848881,0.662576687,0.804656928,99.32807479,77.08333333,0.590440743,0.760580044,48
GCA_937895325,unc. Thalassolituus sp. ERR599039 bin 55,GCA_937895325_HDMDEP_02855 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,468,0.529202279,0.53539823,48.64910671,0.566371681,0.585991356,48.96289804,0,0.590440743,0.760580044,48
GCA_963998775,unc. Thalassolituus sp. ERR599039 maxbin 219,GCA_963998775_GCLBFK_15690 FeMo cofactor biosynthesis protein NifB,nif,nifB,503,0.54406892,0.58004158,44.48101034,0.669438669,0.644582616,80.36649215,0,0.590212207,0.760580044,48
GCA_963998775,unc. Thalassolituus sp. ERR599039 maxbin 219,GCA_963998775_GCLBFK_15755 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,491,0.471826205,0.44516129,41.98089073,0.668817204,0.797199356,99.18557301,75,0.590212207,0.760580044,48
GCA_963998775,unc. Thalassolituus sp. ERR599039 maxbin 219,GCA_963998775_GCLBFK_15905 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,470,0.537588652,0.544642857,44.71176234,0.642857143,0.667128022,87.2600349,2.083333333,0.590212207,0.760580044,48
GCA_963998775,unc. Thalassolituus sp. ERR599039 maxbin 219,GCA_963998775_GCLBFK_15750 Nitrogenase iron protein 1,nif,nifH,291,0.495990836,0.469314079,40.70567392,0.678700361,0.835026476,99.82547993,93.75,0.590212207,0.760580044,48
GCA_963998775,unc. Thalassolituus sp. ERR599039 maxbin 219,GCA_963998775_GCLBFK_15760 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,522,0.487228608,0.519427403,41.03848881,0.668711656,0.804656928,99.3310064,77.08333333,0.590212207,0.760580044,48
GCA_963998775,unc. Thalassolituus sp. ERR599039 maxbin 219,GCA_963998775_GCLBFK_15910 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,468,0.529202279,0.53539823,48.64910671,0.566371681,0.585991356,49.12739965,0,0.590212207,0.760580044,48
GCA_913052225,unc. Thalassolituus sp. ERR599100 bin 108,GCA_913052225_ADAGHB_09785 FeMo cofactor biosynthesis protein NifB,nif,nifB,500,0.558666667,0.63256785,42.34433789,0.657620042,0.766987992,97.23380068,40.74074074,0.600444013,0.769729657,27
GCA_913052225,unc. Thalassolituus sp. ERR599100 bin 108,GCA_913052225_ADAGHB_12105 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,492,0.507452575,0.546038544,42.21782011,0.623126338,0.809696859,98.97688518,62.96296296,0.600444013,0.769729657,27
GCA_913052225,unc. Thalassolituus sp. ERR599100 bin 108,GCA_913052225_ADAGHB_03160 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,480,0.553472222,0.609170306,44.40343244,0.591703057,0.67956267,85.07010231,7.407407407,0.600444013,0.769729657,27
GCA_913052225,unc. Thalassolituus sp. ERR599100 bin 108,GCA_913052225_ADAGHB_12100 Nitrogenase iron protein 1,nif,nifH,290,0.513793103,0.510869565,42.03107346,0.612318841,0.795366775,98.48427435,59.25925926,0.600444013,0.769729657,42
GCA_913052225,unc. Thalassolituus sp. ERR599100 bin 108,GCA_913052225_ADAGHB_12110 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,522,0.512132822,0.610204082,40.47351443,0.657142857,0.814383843,99.12845775,66.66666667,0.600444013,0.769729657,27
GCA_913052225,unc. Thalassolituus sp. ERR599100 bin 108,GCA_913052225_ADAGHB_03165 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,457,0.575492341,0.642696629,44.01378388,0.613483146,0.634129657,68.9276241,7.407407407,0.600444013,0.769729657,27
GCA_913047515,unc. Thalassolituus sp. ERR599132 bin 52,GCA_913047515_BHPPGE_01710 FeMo cofactor biosynthesis protein NifB,nif,nifB,503,0.54406892,0.58004158,44.48101034,0.669438669,0.668689812,81.21796804,0,0.612959948,0.770744785,41
GCA_913047515,unc. Thalassolituus sp. ERR599132 bin 52,GCA_913047515_BHPPGE_01645 Nitrogenase molybdenum-iron protein alpha chain,nif,nifD,491,0.471826205,0.44516129,41.98089073,0.668817204,0.811511314,99.18601146,80.48780488,0.612959948,0.770744785,41
GCA_913047515,unc. Thalassolituus sp. ERR599132 bin 52,GCA_913047515_BHPPGE_01495 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE,nif,nifE,470,0.537588652,0.544642857,44.71176234,0.642857143,0.689389881,87.33795598,2.43902439,0.612959948,0.770744785,41
GCA_913047515,unc. Thalassolituus sp. ERR599132 bin 52,GCA_913047515_BHPPGE_01650 Nitrogenase iron protein 1,nif,nifH,291,0.495990836,0.469314079,40.70567392,0.678700361,0.848438075,99.81911366,95.12195122,0.612959948,0.770744785,46
GCA_913047515,unc. Thalassolituus sp. ERR599132 bin 52,GCA_913047515_BHPPGE_01640 Nitrogenase molybdenum-iron protein beta chain,nif,nifK,522,0.487228608,0.519427403,41.03848881,0.668711656,0.815313048,99.21615918,82.92682927,0.612959948,0.770744785,41
GCA_913047515,unc. Thalassolituus sp. ERR599132 bin 52,GCA_913047515_BHPPGE_01490 Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN,nif,nifN,468,0.529202279,0.53539823,48.64910671,0.566371681,0.609172753,49.38197166,0,0.612959948,0.770744785,41
