Gene_ID,taxonomy,sample_ID,normalized_abundance,pct_identity,aln_length,Clade,latitude.x,longitude.x,depth.x,station,depth.y,size fraction,latitude.y,longitude.y,Station,ENA_ID,INSDC_ID,BioSamples_ID,Sample_method,Depth_Nominal,Environmental_feature,Fraction_Lower,Fraction_Upper,Biome,Region,Province,Barcode,Date_Time,Seafloor,Temperature,Salinity,Density,Distance_coast,Chlorophyll_A,Depth,PAR,O2,NO3,Iron_5m*,Ammonium_5m*,Nitrite_5m*,Nitrate_5m*,CDOM*,NPP_C*,POC*,PIC*,Alkalinity,Carbon Total,CO2,CO3,HCO3,pH,NO2,PO4,NO3_NO2,Si,MLD,DCM,Depth_max_Brunt_Väisälä_freq,Depth_max_O2,Depth_min_O2,Depth_nitracline,Shannon_Darwin*,Shannon_Physat*,miTAG_SILVA_Chao,miTAG_SILVA_Shannon,OG_Richness,OG_Evenness,Chlorophyll c3,Peridinin,Fucoxanthin,Prasinoxanthin,19-Hexanoyloxyfucoxanthin,Alloxanthin,Zeaxanthin,Lutein,Latitude,Longitude,Sea_ice*,Season,Season_subperiod,Okubo-Weiss*,Lyapunov*,Residence_time*
OM-RGC.v2.009066319,Biota;,TARA_B100000686,3.10269E-08,100,290,HBD_Gamma_06 (Clade 2),-8.9109,-140.285,MIX,TARA_123,MIX,[0.22-3µm],-8.9109,-140.285,TARA_123,ERS492778,ERR598998|ERR598956|ERR599117|ERR599157,SAMEA2622733,SEQ-(10L-or-15min)_W0.22-3,MIX,[MIX] marine epipelagic wind mixed layer (ENVO:01000061),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000686,2011/08/01 17:52:00,-985,21.97372,35.877315,24.895825,5.9764,-0.00582,150,,158.18405,5.004597,0.000002277,0.02508309,0.054778114,6.231764158,,,77.0915184,0.000143744,0.0025,0.000925,,0.006175,0.002,,1.46875,0.6607,5.44175,1.18375,107,36,234,13,237,236,,,,,,,0.006075,0.001225,0.000925,0,0.013375,0,0.00555,0,-8.9109,-140.2845,0,winter,middle,-0.011503,0.053774,1.083333
OM-RGC.v2.009066319,Biota;,TARA_B100000683,1.67534E-08,100,290,HBD_Gamma_06 (Clade 2),-8.9068,-140.283,SRF,TARA_123,SRF,[0.22-3µm],-8.9068,-140.283,TARA_123,ERS492733,ERR599160,SAMEA2622710,SEQ-(10L-or-15min)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000683,2011/07/31 17:20:00,-966,26.586685,35.3551,23.11712,2.4728,0.0924,5,,189.6701,4.805128,0.000002277,0.02508309,0.054778114,6.231764158,4.91362,478.135,77.0915184,0.000143744,0.0023,0.0092,11.921045,0.01,0.0036,8.012428,0.14425,0.53495,4.9015,2.2205,122,14,134,14,606,278,,0.673503,,,,,0.0154,0.00605,0.0092,0.00155,0.03115,0.0008,0.01325,0,-8.9068,-140.283,0,winter,middle,-0.011503,0.053774,1.083333
OM-RGC.v2.009066319,Biota;,TARA_B100000676,3.12794E-08,100,290,HBD_Gamma_06 (Clade 2),-9.0714,-140.597,MIX,TARA_124,MIX,[0.22-3µm],-9.0714,-140.597,TARA_124,ERS492863,ERR599084|ERR598988|ERR599089|ERR599161,SAMEA2622796,SEQ-(10L-or-15min)_W0.22-3,MIX,[MIX] marine epipelagic wind mixed layer (ENVO:01000061),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000676,2011/08/05 17:31:00,-954,24.81397,35.907345,24.092785,46.8174,0.02364,120,0.00002,172.42475,4.148328,0.000002459,0.023188621,0.052577804,6.232079824,,,71.37910843,0.000164031,0.00585,0.00185,,0.00975,0,,0.3535,0.4885,1.19925,1.469,101,28,111,13,193,145,,,,,,,0.01025,0.00215,0.00185,0,0.01915,0,0.0175,0,-9.0714,-140.5973,0,winter,middle,0.000096,0.043603,2.777778
OM-RGC.v2.009066319,Biota;,TARA_B100000674,4.12804E-08,100,290,HBD_Gamma_06 (Clade 2),-9.1504,-140.522,SRF,TARA_124,SRF,[0.22-3µm],-9.1504,-140.522,TARA_124,ERS492814,ERR599080|ERR599151|ERR599036|ERR599069,SAMEA2622759,SEQ-(10L-or-15min)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000674,2011/08/04 18:33:00,-2640,26.572419,35.384031,23.143631,36.1359,0.1494,5,24.609687,190.378187,4.965553,0.000002459,0.023188621,0.052577804,6.232079824,,524.257,73.13096237,0.000165428,0.00937,0.01184,17.599899,0.01821,0.00774,7.870713,0.1665,0.63025,6.2015,2.53325,103,34,113,13,286,241,0.269235,0.68987,,,,,0.01686,0.00746,0.01184,0.00386,0.06849,0.00312,0.10181,0.00638,-9.1504,-140.5216,0,winter,middle,0.000096,0.043603,2.777778
OM-RGC.v2.009066319,Biota;,TARA_B100001123,1.25088E-07,100,290,HBD_Gamma_06 (Clade 2),-8.8999,-142.546,MIX,TARA_125,MIX,[0.22-3µm],-8.8999,-142.546,TARA_125,ERS492926,ERR599156,SAMEA2622837,SEQ-(10L-or-15min)_W0.22-3,MIX,[MIX] marine epipelagic wind mixed layer (ENVO:01000061),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001123,2011/08/09 17:05:00,-4371,23.681605,36.28145,24.715135,230.753,-0.00327,140,0.000059,160.81445,3.583718,0.000002359,0.01748565,0.02433348,6.146822453,,,55.34723282,8.75286E-05,0,0.0004,,0.0025,0,,0.05475,0.566,3.47525,1.24575,102,26,111,29,242,211,,,,,,,0.00145,0,0.0004,0,0.00415,0,0.0002,0,-8.8999,-142.5461,0,winter,middle,-0.004254,0.014455,0
OM-RGC.v2.009066319,Biota;,TARA_B100001121,2.62454E-08,100,290,HBD_Gamma_06 (Clade 2),-8.9111,-142.557,SRF,TARA_125,SRF,[0.22-3µm],-8.9111,-142.557,TARA_125,ERS492888,ERR599114|ERR599091|ERR599119|ERR599066,SAMEA2622817,SEQ-(10L-or-15min)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001121,2011/08/08 17:33:00,-4403,26.80604,35.42651,23.10143,227.3463,0.09801,5,,187.3321,5.460123,0.000002359,0.01748565,0.02433348,6.146822453,,433.979,55.34723282,8.75286E-05,0.0032,0.0029,11.793852,0.0077,0,8.015136,0.1945,0.55725,3.7335,1.80475,109,40,119,14,274,281,0.278453,0.607756,,,,,0.0101,0.0033,0.0029,0,0.0255,0,0.057,0.004,-8.9111,-142.5571,0,winter,middle,-0.004254,0.014455,0
OM-RGC.v2.009066319,Biota;,TARA_B100000614,1.54025E-08,100,290,HBD_Gamma_06 (Clade 2),0.0222,-153.686,DCM,TARA_128,DCM,[0.22-3µm],0.0222,-153.686,TARA_128,ERS493098,ERR599032,SAMEA2622923,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),[PEOD] Pacific Equatorial Divergence Province (MRGID:21489),TARA_B100000614,2011/09/05 18:40:00,-4767,26.139288,35.146525,23.1032,444.7725,0.21615,40,,177.673063,3.000673,0.000003345,0.032420254,0.078800819,3.827482581,,483.8265,61.39165115,0.000255363,0.0036,0.0082,,0.0203,0,,0.2835,0.54925,5.264,2.7405,64,43,113,15,376,298,0.668404,0.732395,4723.258441,6.74178415,19859.1,0.732771488,0.0151,0.0062,0.0082,0,0.0463,0,0.0332,0.0022,0.0222,-153.6858,0,winter,late,0.069092,0.115437,0
OM-RGC.v2.009066319,Biota;,TARA_B100000609,1.11233E-08,100,290,HBD_Gamma_06 (Clade 2),0.0003,-153.676,SRF,TARA_128,SRF,[0.22-3µm],0.0003,-153.676,TARA_128,ERS493044,ERR599038,SAMEA2622901,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),[PEOD] Pacific Equatorial Divergence Province (MRGID:21489),TARA_B100000609,2011/09/04 18:00:00,-4768,26.218438,35.129025,23.062688,449.3824,0.1431,5,29.350133,180.67375,2.964091,0.000003345,0.032420254,0.078800819,3.827482581,,483.8265,63.34038353,0.00025095,0.0015,0.0061,,0.0127,0,,0.2715,0.53975,5.0815,2.668,77,29,101,14,483,281,0.668404,0.732395,4616.80644,6.667961575,18139.8,0.732290598,0.0081,0.0038,0.0061,0,0.0257,0,0.0324,0.0029,0.0003,-153.6759,0,winter,late,0.069092,0.115437,0
OM-RGC.v2.009066319,Biota;,TARA_B100001250,8.03798E-09,100,290,HBD_Gamma_06 (Clade 2),31.5168,-159.046,DCM,TARA_132,DCM,[0.22-3µm],31.5168,-159.046,TARA_132,ERS493340,ERR598995,SAMEA2623079,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Westerlies Biome,[NPO] North Pacific Ocean (MRGID:1908),[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484),TARA_B100001250,2011/10/05 00:59:00,-5710,15.321075,34.39568,25.4389,972.1014,0.07992,115,0.006352,222.94125,0,0.00081438,0.022323498,0.023501203,0.001618445,,246.522,28.51713467,0.000150477,0.0055,0.0099,,0.041,0,,0.017,0.1252,0.047,4.4468,48,110,58,52,16,128,0.486663,0.607278,5351.604577,6.561389685,17993.8,0.727202007,0.024,0.0035,0.0099,0.0009,0.0512,0,0.0352,0,31.5168,-159.046,0,autumn,early,0.134524,0.043804,0
OM-RGC.v2.009066319,Biota;,TARA_B100001245,2.79106E-07,100,290,HBD_Gamma_06 (Clade 2),31.528,-159.022,MES,TARA_132,MES,[0.22-3µm],31.528,-159.022,TARA_132,ERS493372,ERR598980,SAMEA2623098,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Westerlies Biome,[NPO] North Pacific Ocean (MRGID:1908),[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484),TARA_B100001245,2011/10/05 20:45:00,-5529,6.634392,33.991383,26.6805,970.5554,-0.0024,550,0,131.979417,28.302949,0.00081438,0.022323498,0.023501203,0.001618445,,263.25375,28.31336403,0.000153814,0,0,,0,0,,,,,,47,113,56,56,646,137,0.486663,0.607278,6356.928968,6.831743729,19674.3,0.729293364,0,0,0,0,0,0,0,0,31.528,-159.0224,0,autumn,early,0.134524,0.043804,0
OM-RGC.v2.009066319,Biota;,TARA_B100001248,8.77337E-09,100,290,HBD_Gamma_06 (Clade 2),31.5213,-158.996,SRF,TARA_132,SRF,[0.22-3µm],31.5213,-158.996,TARA_132,ERS493300,ERR599142,SAMEA2623059,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Westerlies Biome,[NPO] North Pacific Ocean (MRGID:1908),[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484),TARA_B100001248,2011/10/04 17:46:00,-5550,25.164595,35.19025,23.434915,113.969,-0.00288,5,16.532129,197.7245,0,0.00081438,0.022323498,0.023501203,0.001618445,,263.25375,31.31380653,0.000155746,0,0.0024,,0.0035,0,,0.002,0.0062,0.01,2.4278,42,107,52,50,1026,1055,0.486663,0.607278,3275.053647,6.429348162,14422.3,0.740879025,0.0027,0.0015,0.0024,0,0.0101,0,0.0453,0,31.5213,-158.9958,0,autumn,early,0.134524,0.043804,0
OM-RGC.v2.009066319,Biota;,TARA_B100001971,7.34242E-09,100,290,HBD_Gamma_06 (Clade 2),14.2025,-116.643,MES,TARA_137,MES,[0.22-3µm],14.2025,-116.643,TARA_137,ERS493705,ERR599127|ERR599076|ERR599015|ERR599152,SAMEA2623314,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100001971,2011/12/03 14:31:00,-4140,8.887131,34.5882,26.820475,508.0711,0,375,0,0.832313,35.049476,0.000004212,0.016200179,0.02376498,3.006373823,1.3698,452.195,67.85565948,0.000261073,0,0,,0,0,,0.0093,2.9545,34.551,46.6245,28,37,40,14,351,40,0.623359,0.561121,6924.430129,6.248980533,20605.8,0.730546934,0,0,0,0,0,0,0.0011,0,14.2025,-116.6433,0,autumn,late,0.075315,0.032361,0
OM-RGC.v2.009066319,Biota;,TARA_B100001996,6.51516E-08,100,290,HBD_Gamma_06 (Clade 2),6.3378,-102.954,DCM,TARA_138,DCM,[0.22-3µm],6.3378,-102.954,TARA_138,ERS493788,ERR599087,SAMEA2623370,SEQ-(10L-or-15min)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100001996,2011/12/11 13:27:00,-3189,17.291965,34.664045,25.194555,820.0506,0.13926,60,,41.52515,25.65001,0.000004689,0.013172547,0.020416232,2.891272922,,282.98,,,0.0089,0.0132,,0.0475,0,,0.464,1.108,12.904,8.073,42,50,53,14,120,48,0.602965,0.433796,4312.041092,6.63935405,16960.1,0.731500451,0.0355,0.0135,0.0132,0.0018,0.0832,0.001,0.0529,0.0024,6.3378,-102.9538,0,autumn,late,-0.002795,0.020154,0
OM-RGC.v2.009066319,Biota;,TARA_B100002003,6.34895E-08,100,290,HBD_Gamma_06 (Clade 2),6.3559,-103.06,MES,TARA_138,MES,[0.22-3µm],6.3559,-103.06,TARA_138,ERS493822,ERR599060|ERR599175|ERR599004|ERR599051,SAMEA2623390,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100002003,2011/12/11 20:37:00,-3241,8.149894,34.608919,26.951444,814.9045,0,450,,1.013313,36.753654,0.000004689,0.013172547,0.020416232,2.891272922,,277.87,,,0,0.0018,,0,0,,0.0078,3.155,36.219,52.9225,38,45,49,15,482,49,0.602965,0.433796,6404.034706,6.281538192,20553.2,0.734761859,0,0.001,0.0018,0,0,0,0.0014,0,6.3559,-103.0598,0,autumn,late,-0.002795,0.020154,0
OM-RGC.v2.009066319,Biota;,TARA_B100001540,3.19568E-09,100,290,HBD_Gamma_06 (Clade 2),34.6712,-71.3093,SRF,TARA_146,SRF,[0.22-3µm],34.6712,-71.3093,TARA_146,ERS494236,ERR598968,SAMEA2623673,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Westerlies Biome,[NAO] North Atlantic Ocean (MRGID:1912),[GFST] Gulf Stream Province (MRGID:21454),TARA_B100001540,2012/02/15 12:54:00,-4556,19.312775,36.513137,26.097587,353.0857,0.06129,5,,213.9635,1.279722,0.001105931,0.005640432,0.035152871,0.61873752,,383.248,,,,,11.093421,,,8.114037,0.2225,,0.7375,0.944,,26,218,956,623,220,0.517071,0.514298,4362.191251,6.547036832,15916.6,0.739121793,,,,,,,,,34.6712,-71.3093,0,winter,middle,-4.060752,0.04793,91
OM-RGC.v2.009046111,Biota;,TARA_B100000315,1.85288E-08,100,290,HBD_Gamma_09 (Clade 2),20.8457,63.5851,MES,TARA_037,MES,[0.22-3µm],20.8457,63.5851,TARA_037,ERS488769,ERR599062|ERR599031,SAMEA2619970,SEQ-(10L-or-15min)_W0.22-1.6,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,1.6,Coastal Biome,[IO] Indian Ocean (MRGID:1904),[ARAB] Northwest Arabian Sea Upwelling Province (MRGID:21475),TARA_B100000315,2010/03/12 17:08:00,-3391,11.984006,35.672725,27.130513,422.5596,0.00135,600,0,2.81625,31.290804,0.001387737,0.028889008,0.005607758,0.000920977,2.88692,1261.87,233.2970734,0.000445341,0,0,,0,0,,,,,,,49,30,13,587,95,,,,,,,0,0,0,0,0,0,0.0004,0.0002,20.8457,63.5851,0,winter,late,-0.087532,0.06187,0
OM-RGC.v2.009046111,Biota;,TARA_Y100000294,9.47148E-08,100,290,HBD_Gamma_09 (Clade 2),19.0351,64.5638,MES,TARA_038,MES,[0.22-3µm],19.0351,64.5638,TARA_038,ERS488854,,SAMEA2620040,SEQ-(dry)_W0.22-1.6,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[MONS] Indian Monsoon Gyres Province (MRGID:21471),TARA_Y100000294,2010/03/16 06:13:00,-3350,14.901445,36.014205,26.787485,579.3061,0.00036,340,0,2.9502,22.18992,0.001387726,0.030032598,0.004277769,0.001138785,4.33027,847.091,96.30652618,0.00021777,0,0,,0,0.0061,,0.691,2.639,23.43,38.94,18,27,114,14,475,109,0.542872,0.579343,,,,,0,0,0,0,0,0,0.0012,0.0006,19.0351,64.5638,0,winter,late,0.005785,0.069484,0
OM-RGC.v2.009046111,Biota;,TARA_B100000097,1.15828E-07,100,290,HBD_Gamma_09 (Clade 2),18.7341,66.3896,MES,TARA_039,MES,[0.22-3µm],18.7341,66.3896,TARA_039,ERS488936,ERR599172|ERR599037,SAMEA2620097,SEQ-(100L)_W0.22-1.6,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[MONS] Indian Monsoon Gyres Province (MRGID:21471),TARA_B100000097,2010/03/20 08:15:00,-3147,15.553795,35.907681,26.565675,462.0824,0.00144,270,0,3.12405,18.560166,0.00138772,0.0255102,0.004728645,0.003323513,1.99059,487.271,80.98583221,0.000207011,0,0,,0,0.0058,,2.074,2.64,21.22,38.62,14,34,3,16,486,125,0.386281,0.51759,,,,,0,0,0,0,0,0,0.0013,0,18.7341,66.3896,0,spring,early,0.403157,,2.25
OM-RGC.v2.009046111,Biota;,TARA_B100000287,3.99234E-07,100,290,HBD_Gamma_09 (Clade 2),14.5536,70.0128,DCM,TARA_041,DCM,[0.22-3µm],14.5536,70.0128,TARA_041,ERS489074,ERR598977|ERR599053,SAMEA2620217,SEQ-(10L-or-15min)_W0.22-1.6,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[MONS] Indian Monsoon Gyres Province (MRGID:21471),TARA_B100000287,2010/03/30 10:56:00,-3625,27.374181,36.503531,23.734719,245.2806,0.098025,60,0.606707,164.440063,0,0.001387699,0.020277846,0.004047238,0.004698874,,312.006,43.73920631,9.07193E-05,0.002,0.01485,,0.0249,0.00665,,0.2375,0.846,7.847,3.5765,25,57,29,33,404,67,0.21705,0.560517,,,,,0.0372,0.00715,0.01485,0.0043,0.0695,0,0.0423,0,14.5536,70.0128,0,spring,early,-0.412443,0.026178,19.027778
OM-RGC.v2.009046111,Biota;,TARA_B100000282,9.70628E-08,100,290,HBD_Gamma_09 (Clade 2),14.6059,69.9776,SRF,TARA_041,SRF,[0.22-3µm],14.6059,69.9776,TARA_041,ERS489043,ERR599011|ERR599074,SAMEA2620194,SEQ-(10L-or-15min)_W0.22-1.6,SRF,[SRF] surface water layer (ENVO:00010504),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[MONS] Indian Monsoon Gyres Province (MRGID:21471),TARA_B100000282,2010/03/30 02:47:00,-3640,29.151544,36.0499,22.799819,249.7827,0,5,34.540752,187.306625,0,0.001387699,0.020277846,0.004047238,0.004698874,,312.006,47.64060783,0.000157328,0,0.001,,0.00075,0,,0.007,0.1565,0.057,1.3865,25,66,79,24,450,74,0.21705,0.560517,,,,,0.0015,0,0.001,0,0.0056,0,0.07355,0,14.6059,69.9776,0,spring,early,-0.412443,0.026178,19.027778
OM-RGC.v2.009046111,Biota;,TARA_B100000123,1.5245E-08,100,290,HBD_Gamma_09 (Clade 2),6.0001,73.8955,SRF,TARA_042,SRF,[0.22-3µm],6.0001,73.8955,TARA_042,ERS489087,ERR599075|ERR599141,SAMEA2620230,SEQ-(100L)_W0.22-1.6,SRF,[SRF] surface water layer (ENVO:00010504),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[MONS] Indian Monsoon Gyres Province (MRGID:21471),TARA_B100000123,2010/04/04 02:47:00,-1828,30.12785,34.56775,21.358942,52.8424,0,5,,188.79575,0,0.001387698,0.015891551,0.010871042,0.004952658,,210.7695,,,0,0.00085,,0.00085,0,,0.001,0.0765,0.022,2.171,41,75,102,44,184,85,0.320439,0.690085,,,,,0.0008,0,0.00085,0,0.00335,0,0.06295,0,6.0001,73.8955,0,spring,early,0.15868,,8
OM-RGC.v2.009046111,Biota;,TARA_B100000214,1.59939E-08,100,290,HBD_Gamma_09 (Clade 2),-16.9534,53.9601,DCM,TARA_052,DCM,[0.22-3µm],-16.9534,53.9601,TARA_052,ERS489585,ERR599002|ERR599016,SAMEA2620570,SEQ-(10L-or-15min)_W0.22-1.6,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[ISSG] Indian South Subtropical Gyre Province (MRGID:21472),TARA_B100000214,2010/05/17 11:42:00,-4657,25.212642,34.896833,23.203642,412.5201,0.149,75,1.076232,194.81775,0.532471,0.001048266,0.01050256,0.005936726,0.006946565,0.79292,172.66325,39.10061264,0.000139624,0.0057,0.0091,,0.0296,0,,0.032,0.159,0.4675,2.824,63,68,73,448,170,166,0.306166,0.555372,,,,,0.0261,0.0064,0.0091,0,0.0645,0,0.0504,0,-16.9534,53.9601,0,autumn,middle,0.274476,0.074677,2.138889
OM-RGC.v2.009046111,Biota;,TARA_B100000212,6.47002E-09,100,290,HBD_Gamma_09 (Clade 2),-16.957,53.9801,SRF,TARA_052,SRF,[0.22-3µm],-16.957,53.9801,TARA_052,ERS489529,ERR599098|ERR599139,SAMEA2620542,SEQ-(10L-or-15min)_W0.22-1.6,SRF,[SRF] surface water layer (ENVO:00010504),0.22,1.6,Trades Biome,[IO] Indian Ocean (MRGID:1904),[ISSG] Indian South Subtropical Gyre Province (MRGID:21472),TARA_B100000212,2010/05/17 04:10:00,-4688,27.956483,34.54545,22.067625,409.6259,0.0332,5,30.189334,191.628083,0.532471,0.001048266,0.01050256,0.005936726,0.006946565,0.79622,172.66325,39.59863281,0.000134891,0,0.0022,33.461945,0.0061,0,7.612326,0,0.119,0,2.666,53,82,79,470,958,,0.306166,0.555372,3095.716572,6.256172187,14573.1,0.738694041,0.0053,0.0017,0.0022,0,0.02,0,0.0871,0,-16.957,53.9801,0,autumn,middle,0.274476,0.074677,2.138889
OM-RGC.v2.009046111,Biota;,TARA_B100000408,2.8994E-08,100,290,HBD_Gamma_09 (Clade 2),-29.5046,37.9599,MES,TARA_064,MES,[0.22-3µm],-29.5046,37.9599,TARA_064,ERS489987,ERR599164|ERR599021,SAMEA2620815,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Coastal Biome,[IO] Indian Ocean (MRGID:1904),[EAFR] Eastern Africa Coastal Province (MRGID:21473),TARA_B100000408,2010/07/07 12:13:00,-4940,7.552017,34.572658,27.0189,547.7305,0,1000,0,190.888667,,0.00080341,0.010198253,0.030657471,0.074760764,1.19559,552.457,64.70048141,0.000163628,,,,,,,,,,,125,55,185,733,171,,0.31965,0.714446,6277.084116,6.789891982,19650.8,0.726436041,,,,,,,,,-29.5046,37.9599,0,winter,early,0.676958,0.119044,0
OM-RGC.v2.009046111,Biota;,TARA_B000000441,1.2935E-09,100,290,HBD_Gamma_09 (Clade 2),-35.2421,26.3048,DCM,TARA_065,DCM,[0.22-3µm],-35.2421,26.3048,TARA_065,ERS490085,ERR598990|ERR599018|ERR599110,SAMEA2620890,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Coastal Biome,[IO] Indian Ocean (MRGID:1904),[EAFR] Eastern Africa Coastal Province (MRGID:21473),TARA_B000000441,2010/07/12 11:03:00,-4291,21.72823,35.451512,24.64465,91.3689,0.11241,30,0.043008,207.48285,,0.000760815,0.009926958,0.065700063,0.482149295,,621.475,80.35794067,0.000164711,,,,,,,,,,,66,27,,13,63,,0.134533,0.817359,,,,,,,,,,,,,-35.2421,26.3048,0,winter,early,4.780821,0.143321,0
OM-RGC.v2.009046111,Biota;,TARA_B000000460,4.57538E-08,100,290,HBD_Gamma_09 (Clade 2),-35.1889,26.2905,MES,TARA_065,MES,[0.22-3µm],-35.1889,26.2905,TARA_065,ERS490065,ERR598960|ERR599034,SAMEA2620882,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Coastal Biome,[IO] Indian Ocean (MRGID:1904),[EAFR] Eastern Africa Coastal Province (MRGID:21473),TARA_B000000460,2010/07/12 06:46:00,-4316,8.33035,34.630583,26.947583,85.2841,-0.0018,850,0,199.726,,0.000760815,0.009926958,0.065700063,0.482149295,,621.475,79.92088318,0.000164316,,,,,,,,,,,78,20,88,679,1186,,0.134533,0.817359,6265.395611,6.791873452,19527.4,0.729378736,,,,,,,,,-35.1889,26.2905,0,winter,early,4.780821,0.143321,0
OM-RGC.v2.009046111,Biota;,TARA_B100000470,8.94757E-09,100,290,HBD_Gamma_09 (Clade 2),-31.0198,4.6685,MES,TARA_068,MES,[0.22-3µm],-31.0198,4.6685,TARA_068,ERS490230,ERR598947|ERR599131,SAMEA2620995,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000470,2010/09/13 13:02:00,-4894,7.32145,34.50494,26.992205,1122.2759,-0.00576,700,0,194.4342,24.232124,0.00036828,0.015807986,0.06059745,0.129485512,,435.877,55.70494843,9.54425E-05,0,0.0021,,0,0,,0.003,1.529,22.08,12.08,233,31,3,21,758,,0.530677,0.674945,5525.554522,6.922447734,17660.3,0.731320211,0,0,0.0021,0,0,0,0,0,-31.0198,4.6685,0,winter,late,0.069036,0.120437,6.388889
